ITEMFACTURACOMPRA,NUMEROITEM,int
ITEMFACTURACOMPRA,COTIZACION,decimal
ITEMFACTURACOMPRA,MONEDABASE_ID,uniqueidentifier
ITEMFACTURACOMPRA,COTIZACIONCONVERSION,decimal
ITEMFACTURACOMPRA,SUMA_ID,uniqueidentifier
ITEMFACTURACOMPRA,SUMA2_IMPORTE,decimal
ITEMFACTURACOMPRA,SUMA2_UNIDADVALORIZACION_ID,uniqueidentifier
ITEMFACTURACOMPRA,SUMA2_MOMENTO,varchar
ITEMFACTURACOMPRA,SUMA2_NOMBRE,varchar
ITEMFACTURACOMPRA,BOEXTENSION_ID,uniqueidentifier
ITEMFACTURACOMPRA,COMPOSICIONCOSTORECURSO_ID,uniqueidentifier
ITEMFACTURACOMPRA,PROYECTO_ID,uniqueidentifier
ITEMFACTURACOMPRA,BO_PLACE_ID,uniqueidentifier
ITEMFACTURACOMPRA,BO_OWNER_ID,uniqueidentifier
ITEMFACTURACOMPRA,ITEMSCONCEPTOSDEVENGAR_ID,uniqueidentifier
ITEMFACTURACOMPRA,ENVASE_ID,uniqueidentifier
ITEMFACTURACOMPRA,PAQUETE_ID,uniqueidentifier
ITEMFACTURACOMPRA,TEXTOEVALUACION,varchar
ITEMFACTURACOMPRA,CPVS1,varchar
ITEMFACTURACOMPRA,CPVS2,varchar
ITEMFACTURACOMPRA,CPVN1,decimal
ITEMFACTURACOMPRA,CPVN2,decimal
ITEMFACTURACOMPRA,UNIDADNEGOCIO_ID,uniqueidentifier
ITEMFACTURACOMPRA,DISCRIMINADORCONTABLE1_ID,uniqueidentifier
ITEMFACTURACOMPRA,DISCRIMINADORCONTABLE2_ID,uniqueidentifier
ITEMFACTURACOMPRA,DISCRIMINADORCONTABLE3_ID,uniqueidentifier
ITEMFACTURACOMPRA,FECHADEVENGAMIENTO,varchar
ITEMFACTURACOMPRA,SUBSUCURSAL_ID,uniqueidentifier
ITEMFACTURACOMPRA,SERIEDESTINO_ID,uniqueidentifier
ITEMFACTURACOMPRA,PRECIOORIGINAL,decimal
ITEMFACTURACOMPRA,MONEDAORIGINAL_ID,uniqueidentifier
ITEMFACTURACOMPRA,COTIZACIONORIGINAL,decimal
ITEMFACTURACOMPRA,DIMENSIONALIDAD_ID,uniqueidentifier
ITEMFACTURACOMPRA,ITEMCONSOLIDADO_ID,uniqueidentifier
ITEMFACTURACOMPRA,DOMICILIOENTREGA_ID,uniqueidentifier
ITEMFACTURACOMPRA,PRECIOUNITARIOFINAL,decimal
ITEMFACTURACOMPRA,CENTROCOSTOSORI_ID,uniqueidentifier
ITEMFACTURACOMPRA,TIPODISTRIBUCIONCENCOS_ID,uniqueidentifier
ITEMFACTURACOMPRA,NOMBREGRUPOECONOMICO,varchar
ITEMFACTURACOMPRA,DISCRIMINADORCONTABLE4_ID,uniqueidentifier
ITEMFACTURACOMPRA,DISCRIMINADORCONTABLE5_ID,uniqueidentifier
